factor,horizon,sample_period,dates,average_sample_size,mean_ic,std_ic,ic_ir,ic_t_stat,positive_ic_ratio,mean_rank_ic,std_rank_ic,rank_ic_ir,rank_ic_t_stat,positive_rank_ic_ratio
overnight_reversal_5,20,train_2020_2023,970,2897.821649484536,-0.021098943232525175,0.06042466052593287,-0.3491776875348765,-10.875077275497297,0.3134020618556701,-0.03636517131062169,0.065129137513922,-0.5583548730834685,-17.389863696049332,0.256701030927835
overnight_reversal_5,20,validation_2024,242,3040.0826446280994,-0.003144783184182016,0.07842945936176339,-0.040096963689069974,-0.6237623684497072,0.4214876033057851,-0.013199132833431063,0.0875366126102564,-0.1507841397998597,-2.345650730452946,0.384297520661157
reversal_5,1,test_2025,243,3036.687242798354,0.02779160599592206,0.11454922863947649,0.24261713785425168,3.7820268859545565,0.5802469135802469,0.041418344138223026,0.13125575728363936,0.3155544944875778,4.919007753082782,0.588477366255144
reversal_5,1,train_2020_2023,970,2916.5525773195877,0.02022152274472758,0.12477536505702437,0.16206342281976907,5.047436619272942,0.5608247422680412,0.02622170138166767,0.13873584509639872,0.18900451691808903,5.886512226520641,0.5670103092783505
reversal_5,1,validation_2024,242,3053.561983471074,0.02387131089060005,0.1922619381420599,0.1241603570695404,1.9314818696451326,0.5330578512396694,0.019213840935328876,0.22624442366371272,0.08492514699008946,1.3211252412590446,0.5247933884297521
reversal_5,5,test_2025,243,3032.716049382716,0.0386173581388423,0.09929329915672781,0.388922097128502,6.062695491715229,0.654320987654321,0.04583980281887774,0.11502307090864353,0.3985270298972088,6.212421575743379,0.6337448559670782
reversal_5,5,train_2020_2023,970,2912.4824742268042,0.027438302094487263,0.10982158105215996,0.24984435510407915,7.781358218463663,0.5783505154639176,0.0260923528070655,0.12308805269765181,0.21198119748597885,6.6021168760452795,0.5701030927835051
reversal_5,5,validation_2024,242,3050.698347107438,0.04649650478458065,0.16312182007290163,0.2850416012020995,4.434206680866073,0.6033057851239669,0.03900566667886942,0.19420764353319894,0.20084516741588274,3.1244175566629986,0.5619834710743802
reversal_5,20,test_2025,242,3017.871900826446,0.03489220042208026,0.11018876018755458,0.3166584356035,4.926049196973488,0.5785123966942148,0.04334553356770908,0.13598738447345657,0.3187467259227249,4.958535370381311,0.6157024793388429
reversal_5,20,train_2020_2023,970,2897.821649484536,0.028567477700626228,0.10411710806213574,0.2743783248721961,8.545464364496654,0.5979381443298969,0.02529283012383951,0.11645750794959385,0.21718505375185404,6.764190058388355,0.5835051546391753
reversal_5,20,validation_2024,242,3040.0826446280994,0.061519056282507034,0.1397785964995922,0.4401178565467032,6.846627059480164,0.6652892561983471,0.058158356043975255,0.1731098509583013,0.33596214035204985,5.226344368627384,0.6570247933884298
