factor,horizon,sample_period,factor_group,dates,average_assets,mean_group_return,std_group_return
reversal_5,5,test_2025,4,243,607.6090534979423,0.00863999229574404,0.023979048800597216
reversal_5,5,test_2025,5,243,606.8312757201646,0.008196750137100441,0.02784090509496309
reversal_5,5,train_2020_2023,1,970,577.9061855670103,-0.0008139256275281578,0.029270993921821743
reversal_5,5,train_2020_2023,2,970,584.5154639175257,0.002935779504448251,0.02781004990255024
reversal_5,5,train_2020_2023,3,970,583.9721649484536,0.003283893555889562,0.028377675413380064
reversal_5,5,train_2020_2023,4,970,583.3237113402062,0.003143294745475542,0.02970355593265773
reversal_5,5,train_2020_2023,5,970,582.7649484536082,0.0017672073605830205,0.03257113855227271
reversal_5,5,validation_2024,1,242,602.1115702479339,-0.0025464382068275315,0.046489971458871175
reversal_5,5,validation_2024,2,242,611.9380165289256,0.0028928904696071327,0.046316379332349195
reversal_5,5,validation_2024,3,242,612.3719008264463,0.0029252698541778087,0.049061296000458235
reversal_5,5,validation_2024,4,242,613.0289256198347,0.003060242811186492,0.05310913927770241
reversal_5,5,validation_2024,5,242,611.2479338842975,0.002371529939947519,0.05938477150463379
reversal_5,20,test_2025,1,242,596.4958677685951,0.025035221146435097,0.05079202116360162
reversal_5,20,test_2025,2,242,605.7851239669421,0.03226401852370781,0.042104271663742567
reversal_5,20,test_2025,3,242,607.4256198347107,0.03273821303074787,0.039824667110108056
reversal_5,20,test_2025,4,242,605.0413223140496,0.032966330645493425,0.04222262624332808
reversal_5,20,test_2025,5,242,603.1239669421487,0.03143546717518339,0.05077010102684673
reversal_5,20,train_2020_2023,1,970,574.5443298969072,0.0003178278644462797,0.05258108916456514
reversal_5,20,train_2020_2023,2,970,581.8752577319588,0.009813516891991808,0.04861294872158732
reversal_5,20,train_2020_2023,3,970,581.3835051546391,0.010853118330722271,0.049550107825106486
reversal_5,20,train_2020_2023,4,970,580.7680412371134,0.0095670899886073,0.051712643034255656
reversal_5,20,train_2020_2023,5,970,579.2505154639175,0.005300821429717734,0.05560654702324565
reversal_5,20,validation_2024,1,242,599.7561983471074,-0.0015958834243129621,0.09960766542393454
reversal_5,20,validation_2024,2,242,610.3553719008264,0.010736351064785314,0.09380779726689291
reversal_5,20,validation_2024,3,242,610.7685950413223,0.013263775770175526,0.0949582451880213
reversal_5,20,validation_2024,4,242,611.1446280991736,0.015661481816736805,0.09848753670873474
reversal_5,20,validation_2024,5,242,608.0578512396694,0.014823543142190103,0.10851693381180155
