ts_code,trade_date,symbol,name,area,industry,market,exchange,list_status,list_date,delist_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,reference_factor,open_adj,high_adj,low_adj,close_adj,limit_pre_close,up_limit,down_limit,is_suspended,is_st,is_research_universe,st_data_available,has_stock_metadata,is_listed_on_date,has_invalid_raw_price,has_invalid_adjusted_price,has_invalid_adj_factor,has_invalid_volume,has_invalid_amount,has_zero_volume,is_open_at_up_limit,is_open_at_down_limit,is_close_at_up_limit,is_close_at_down_limit,can_trade_at_open
000001.SZ,2025-01-06,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.38,11.48,11.22,11.44,11.38,0.06,0.5272,1085536.3,1234305.778,127.7841,134.5794,10.805391151989086,10.90034186509971,10.653470011012086,10.86236157985546,11.38,12.52,10.24,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-06,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.99,7.01,6.89,6.98,7.0,-0.02,-0.2857,850856.61,591154.773,181.704,181.704,6.990000000000001,7.01,6.89,6.98,7.0,7.7,6.3,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-06,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,12.4,12.93,12.1,12.52,12.8,-0.28,-2.1875,84810.46,106111.266,4.064,4.064,12.4,12.93,12.1,12.52,12.8,14.08,11.52,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-06,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.78,6.9,6.5,6.7,6.91,-0.21,-3.0391,321402.29,216461.997,39.74,39.74,6.78,6.9,6.5,6.700000000000001,6.91,7.6,6.22,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-06,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.61,6.74,6.39,6.63,6.6,0.03,0.4545,38070.66,25114.735,8.284,8.284,6.61,6.74,6.39,6.63,6.6,7.26,5.94,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-06,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.61,2.71,2.55,2.58,2.65,-0.07,-2.6415,908432.13,236957.732,22.408,22.408,2.61,2.71,2.55,2.58,2.65,2.92,2.39,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-06,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.7,8.81,8.64,8.74,8.72,0.02,0.2294,108030.32,94111.507,8.977,9.0053,8.672659433888931,8.782313748570287,8.612847989517286,8.712533730136698,8.72,9.59,7.85,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-06,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.59,2.74,2.53,2.64,2.64,0.0,0.0,268367.18,70149.192,10.775,10.775,2.59,2.74,2.53,2.64,2.64,2.9,2.38,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-06,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.28,8.41,8.15,8.3,8.27,0.03,0.3628,29201.33,24182.482,4.411,4.411,8.28,8.41,8.15,8.3,8.27,9.1,7.44,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-06,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.08,5.16,5.06,5.12,5.08,0.04,0.7874,127604.75,65223.298,29.9276,30.3449,5.010140353074157,5.0890402011540665,4.99041539105418,5.049590277114112,5.08,5.59,4.57,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-07,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.42,11.53,11.37,11.51,11.44,0.07,0.6119,747862.88,858329.049,127.7841,134.5794,10.843371437233335,10.947817221655024,10.795896080678022,10.9288270790329,11.44,12.58,10.3,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-07,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.96,7.05,6.92,7.05,6.98,0.07,1.0029,720471.05,504087.513,181.704,181.704,6.96,7.05,6.919999999999999,7.05,6.98,7.68,6.28,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-07,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,12.65,13.12,12.65,13.11,12.52,0.59,4.7125,86097.07,110966.824,4.064,4.064,12.65,13.12,12.65,13.11,12.52,13.77,11.27,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-07,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.72,6.86,6.66,6.85,6.7,0.15,2.2388,236841.5,160237.518,39.74,39.74,6.72,6.859999999999999,6.66,6.85,6.7,7.37,6.03,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-07,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.63,6.93,6.58,6.93,6.63,0.3,4.5249,31994.9,21530.88,8.284,8.284,6.63,6.93,6.58,6.93,6.63,7.29,5.97,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-07,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.6,2.66,2.59,2.66,2.58,0.08,3.1008,711488.54,186369.92,22.408,22.408,2.6,2.66,2.59,2.66,2.58,2.84,2.32,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-07,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.7,8.8,8.66,8.73,8.74,-0.01,-0.1144,101469.23,88586.233,8.977,9.0053,8.672659433888931,8.772345174508345,8.632785137641166,8.702565156074757,8.74,9.61,7.87,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-07,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.64,2.9,2.6,2.9,2.64,0.26,9.8485,506843.0,141152.295,10.775,10.775,2.64,2.9,2.6,2.9,2.64,2.9,2.38,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True
000011.SZ,2025-01-07,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.29,8.56,8.29,8.53,8.3,0.23,2.7711,35943.07,30311.409,4.411,4.411,8.29,8.56,8.29,8.53,8.3,9.13,7.47,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-07,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.12,5.14,5.04,5.09,5.12,-0.03,-0.5859,114092.49,57969.424,29.9276,30.3449,5.049590277114112,5.069315239134089,4.970690429034204,5.0200028340841465,5.12,5.63,4.61,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-08,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.5,11.63,11.4,11.5,11.51,-0.01,-0.0869,1062386.01,1223598.997,127.7841,134.5794,10.919332007721836,11.04276793476565,10.82438129461121,10.919332007721836,11.51,12.66,10.36,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-08,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,7.02,7.03,6.83,6.96,7.05,-0.09,-1.2766,912683.96,632775.676,181.704,181.704,7.02,7.03,6.83,6.96,7.05,7.76,6.35,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-08,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,13.03,13.48,12.89,13.4,13.11,0.29,2.2121,99782.01,132231.151,4.064,4.064,13.03,13.48,12.89,13.4,13.11,14.42,11.8,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-08,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.8,7.05,6.68,6.96,6.85,0.11,1.6058,366920.74,253004.65,39.74,39.74,6.800000000000001,7.050000000000001,6.680000000000001,6.959999999999999,6.85,7.54,6.17,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-08,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.93,7.0,6.7,6.93,6.93,0.0,0.0,38617.0,26524.725,8.284,8.284,6.93,7.0,6.7,6.93,6.93,7.62,6.24,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-08,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.64,2.65,2.53,2.64,2.66,-0.02,-0.7519,874396.2,226959.518,22.408,22.408,2.64,2.65,2.53,2.64,2.66,2.93,2.39,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-08,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.73,8.73,8.43,8.63,8.73,-0.1,-1.1455,178207.21,152765.551,8.977,9.0053,8.702565156074757,8.702565156074757,8.403507934216517,8.602879415455345,8.73,9.6,7.86,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-08,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.92,3.04,2.8,2.96,2.9,0.06,2.069,606705.95,177861.793,10.775,10.775,2.92,3.04,2.8,2.96,2.9,3.19,2.61,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-08,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.45,8.55,8.29,8.45,8.53,-0.08,-0.9379,31871.0,26826.321,4.411,4.411,8.45,8.55,8.29,8.45,8.53,9.38,7.68,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-08,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.1,5.1,4.97,5.06,5.09,-0.03,-0.5894,134847.18,67929.527,29.9276,30.3449,5.029865315094135,5.029865315094135,4.901653061964284,4.99041539105418,5.09,5.6,4.58,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-09,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.5,11.5,11.35,11.4,11.5,-0.1,-0.8696,751483.3,857836.086,127.7841,134.5794,10.919332007721836,10.919332007721836,10.776905938055897,10.82438129461121,11.5,12.65,10.35,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-09,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.93,7.01,6.91,6.95,6.96,-0.01,-0.1437,674686.02,469936.432,181.704,181.704,6.930000000000001,7.01,6.91,6.95,6.96,7.66,6.26,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-09,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,13.36,13.53,13.21,13.26,13.4,-0.14,-1.0448,82884.3,110927.265,4.064,4.064,13.36,13.53,13.21,13.26,13.4,14.74,12.06,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-09,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.88,6.99,6.81,6.9,6.96,-0.06,-0.8621,209080.67,144172.288,39.74,39.74,6.88,6.989999999999999,6.809999999999999,6.9,6.96,7.66,6.26,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-09,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.91,7.2,6.83,7.13,6.93,0.2,2.886,60121.0,42760.306,8.284,8.284,6.91,7.2,6.83,7.13,6.93,7.62,6.24,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-09,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.62,2.68,2.59,2.65,2.64,0.01,0.3788,668381.23,176989.613,22.408,22.408,2.62,2.68,2.59,2.65,2.64,2.9,2.38,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-09,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.57,8.66,8.54,8.58,8.63,-0.05,-0.5794,111297.79,95622.704,8.977,9.0053,8.543067971083696,8.632785137641166,8.51316224889787,8.553036545145636,8.63,9.49,7.77,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-09,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.93,3.02,2.87,2.96,2.96,0.0,0.0,335011.0,98825.95,10.775,10.775,2.93,3.02,2.87,2.96,2.96,3.26,2.66,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-09,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.45,8.48,8.37,8.43,8.45,-0.02,-0.2367,19760.38,16682.162,4.411,4.411,8.45,8.48,8.37,8.43,8.45,9.3,7.61,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-09,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.06,5.06,4.99,4.99,5.06,-0.07,-1.3834,97296.31,48785.174,29.9276,30.3449,4.99041539105418,4.99041539105418,4.9213780239842615,4.9213780239842615,5.06,5.57,4.55,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-10,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.4,11.46,11.28,11.3,11.4,-0.1,-0.8772,798133.51,905005.041,127.7841,134.5794,10.82438129461121,10.881351722477586,10.71044043887846,10.729430581500587,11.4,12.54,10.26,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-10,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.96,7.03,6.69,6.69,6.95,-0.26,-3.741,1338797.76,909001.068,181.704,181.704,6.96,7.03,6.69,6.69,6.95,7.65,6.26,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-10,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,13.26,13.36,12.5,12.51,13.26,-0.75,-5.6561,82023.45,105864.325,4.064,4.064,13.26,13.36,12.5,12.51,13.26,14.59,11.93,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-10,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.94,7.06,6.71,6.72,6.9,-0.18,-2.6087,245929.0,169348.735,39.74,39.74,6.94,7.059999999999999,6.709999999999999,6.72,6.9,7.59,6.21,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-10,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.05,7.08,6.76,6.77,7.13,-0.36,-5.0491,39853.5,27600.213,8.284,8.284,7.05,7.08,6.76,6.77,7.13,7.84,6.42,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-10,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.64,2.86,2.58,2.71,2.65,0.06,2.2642,1534060.24,416832.463,22.408,22.408,2.64,2.8600000000000003,2.58,2.71,2.65,2.92,2.39,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-10,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.57,8.62,8.4,8.4,8.58,-0.18,-2.0979,122633.2,103976.202,8.977,9.0053,8.543067971083696,8.592910841393401,8.373602212030693,8.373602212030693,8.58,9.44,7.72,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-10,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.96,3.05,2.92,2.98,2.96,0.02,0.6757,399842.01,119444.983,10.775,10.775,2.96,3.0499999999999994,2.92,2.9800000000000004,2.96,3.26,2.66,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-10,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.41,8.47,8.15,8.16,8.43,-0.27,-3.2028,41390.0,34305.517,4.411,4.411,8.41,8.47,8.15,8.16,8.43,9.27,7.59,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-10,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.0,5.01,4.91,4.91,4.99,-0.08,-1.6032,91368.64,45229.393,29.9276,30.3449,4.93124050499425,4.941102986004238,4.842478175904354,4.842478175904354,4.99,5.49,4.49,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-13,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.25,11.26,11.08,11.2,11.3,-0.1,-0.885,934966.18,1044904.416,127.7841,134.5794,10.681955224945273,10.691450296256336,10.520539012657212,10.63447986838996,11.3,12.43,10.17,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-13,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.6,6.77,6.55,6.76,6.69,0.07,1.0463,911146.92,611005.036,181.704,181.704,6.6,6.77,6.55,6.76,6.69,7.36,6.02,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-13,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,12.39,12.51,11.87,12.47,12.51,-0.04,-0.3197,69987.0,86099.245,4.064,4.064,12.39,12.51,11.87,12.47,12.51,13.76,11.26,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-13,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.55,6.68,6.31,6.63,6.72,-0.09,-1.3393,231848.73,151139.935,39.74,39.74,6.550000000000001,6.680000000000001,6.31,6.63,6.72,7.39,6.05,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-13,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.69,6.83,6.58,6.82,6.77,0.05,0.7386,30449.67,20435.487,8.284,8.284,6.69,6.83,6.58,6.82,6.77,7.45,6.09,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-13,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.65,2.69,2.57,2.62,2.71,-0.09,-3.321,787479.06,205781.496,22.408,22.408,2.65,2.69,2.57,2.62,2.71,2.98,2.44,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-13,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.31,8.49,8.28,8.43,8.4,0.03,0.3571,97820.65,82257.208,8.977,9.0053,8.283885045473221,8.463319378588166,8.253979323287398,8.403507934216517,8.4,9.24,7.56,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-13,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.95,3.11,2.86,3.06,2.98,0.08,2.6846,487803.0,147966.308,10.775,10.775,2.95,3.11,2.86,3.0599999999999996,2.98,3.28,2.68,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-13,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.1,8.22,7.95,8.22,8.16,0.06,0.7353,30008.07,24324.473,4.411,4.411,8.1,8.22,7.950000000000001,8.22,8.16,8.98,7.34,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-13,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.89,4.95,4.81,4.93,4.91,0.02,0.4073,107321.51,52709.369,29.9276,30.3449,4.8227532138843765,4.881928099944307,4.743853365804468,4.862203137924331,4.91,5.4,4.42,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-14,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.2,11.4,11.19,11.38,11.2,0.18,1.6071,824628.95,934467.766,127.7841,134.5794,10.63447986838996,10.82438129461121,10.624984797078898,10.805391151989086,11.2,12.32,10.08,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-14,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.76,6.93,6.75,6.91,6.76,0.15,2.2189,1116454.28,765177.082,181.704,181.704,6.76,6.930000000000001,6.749999999999999,6.91,6.76,7.44,6.08,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-14,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,12.53,13.2,12.53,13.2,12.47,0.73,5.854,78520.0,101668.375,4.064,4.064,12.53,13.2,12.53,13.2,12.47,13.72,11.22,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-14,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.63,6.88,6.6,6.86,6.63,0.23,3.4691,218837.94,148318.578,39.74,39.74,6.63,6.88,6.6,6.859999999999999,6.63,7.29,5.97,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-14,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.82,7.03,6.81,7.03,6.82,0.21,3.0792,38559.57,26768.652,8.284,8.284,6.82,7.03,6.81,7.03,6.82,7.5,6.14,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-14,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.62,2.76,2.62,2.76,2.62,0.14,5.3435,1088188.79,294257.862,22.408,22.408,2.62,2.76,2.62,2.76,2.62,2.88,2.36,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-14,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.44,8.64,8.39,8.58,8.43,0.15,1.7794,187425.08,160005.258,8.977,9.0053,8.413476508278457,8.612847989517286,8.363633637968752,8.553036545145636,8.43,9.27,7.59,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-14,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,3.07,3.18,3.0,3.14,3.06,0.08,2.6144,482003.0,150216.913,10.775,10.775,3.0700000000000003,3.1800000000000006,3.0,3.14,3.06,3.37,2.75,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-14,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.31,8.4,8.22,8.38,8.22,0.16,1.9465,41256.0,34313.738,4.411,4.411,8.31,8.4,8.22,8.38,8.22,9.04,7.4,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-14,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.93,5.04,4.92,5.03,4.93,0.1,2.0284,159084.59,79299.77,29.9276,30.3449,4.862203137924331,4.970690429034204,4.852340656914342,4.960827948024216,4.93,5.42,4.44,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-15,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.38,11.58,11.36,11.48,11.38,0.1,0.8787,1031630.82,1185403.653,127.7841,134.5794,10.805391151989086,10.995292578210336,10.78640100936696,10.90034186509971,11.38,12.52,10.24,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-15,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.88,6.96,6.79,6.86,6.91,-0.05,-0.7236,887294.29,608363.557,181.704,181.704,6.88,6.96,6.79,6.86,6.91,7.6,6.22,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-15,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,13.57,13.9,13.28,13.42,13.2,0.22,1.6667,117410.0,158510.948,4.064,4.064,13.57,13.9,13.28,13.42,13.2,14.52,11.88,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-15,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.84,6.96,6.74,6.78,6.86,-0.08,-1.1662,218676.39,149121.52,39.74,39.74,6.839999999999999,6.959999999999999,6.739999999999999,6.78,6.86,7.55,6.17,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-15,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.02,7.15,6.96,7.04,7.03,0.01,0.1422,44835.0,31659.627,8.284,8.284,7.02,7.15,6.96,7.04,7.03,7.73,6.33,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-15,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.74,2.75,2.68,2.7,2.76,-0.06,-2.1739,677443.0,183127.751,22.408,22.408,2.74,2.75,2.68,2.7,2.76,3.04,2.48,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-15,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.62,8.79,8.45,8.61,8.58,0.03,0.3497,236632.9,204164.272,8.977,9.0053,8.592910841393401,8.762376600446403,8.423445082340399,8.58294226733146,8.58,9.44,7.72,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-15,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,3.13,3.13,2.97,3.0,3.14,-0.14,-4.4586,367350.0,111104.269,10.775,10.775,3.13,3.13,2.97,3.0,3.14,3.45,2.83,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-15,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.35,8.57,8.27,8.39,8.38,0.01,0.1193,35166.0,29523.034,4.411,4.411,8.35,8.57,8.27,8.39,8.38,9.22,7.54,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-15,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.04,5.07,4.98,5.06,5.03,0.03,0.5964,134497.63,67562.16,29.9276,30.3449,4.970690429034204,5.000277872064169,4.911515542974273,4.99041539105418,5.03,5.53,4.53,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-16,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.55,11.59,11.47,11.57,11.48,0.09,0.784,872963.99,1007689.274,127.7841,134.5794,10.966807364277148,11.004787649521399,10.890846793788649,10.985797506899274,11.48,12.63,10.33,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-16,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.9,7.07,6.84,6.88,6.86,0.02,0.2915,1110545.28,771648.218,181.704,181.704,6.9,7.07,6.84,6.88,6.86,7.55,6.17,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
