ts_code,name,start_date,end_date,ann_date,change_reason
000868.SZ,ST安凯,2020-06-23,2021-04-18,2020-06-22,撤消*ST并实行ST
000880.SZ,*ST巨力,2005-04-28,2006-10-08,2005-04-27,*ST
000880.SZ,S*ST巨力,2006-10-09,2007-04-16,2006-09-28,其他
000880.SZ,*ST巨力,2007-04-17,2007-04-29,2007-04-13,其他
000880.SZ,ST巨力,2007-04-30,2008-06-01,2007-04-21,撤消*ST并实行ST
000885.SZ,ST春都,2002-04-17,2004-01-14,2002-04-16,ST
000885.SZ,*ST春都,2004-01-15,2004-04-22,2003-01-07,从ST变为*ST
000885.SZ,ST春都,2004-04-23,2006-05-07,2004-04-22,撤消*ST并实行ST
000885.SZ,*ST春都,2006-05-08,2006-10-08,2006-04-28,从ST变为*ST
000885.SZ,S*ST春都,2006-10-09,2007-06-21,2006-09-28,其他
000885.SZ,SST春都,2007-06-22,2007-08-06,2007-06-21,撤消*ST并实行ST
000885.SZ,ST春都,2007-08-07,2007-08-21,2007-08-03,其他
000885.SZ,ST同力,2007-08-22,2008-06-17,2007-08-22,其他
000887.SZ,ST飞彩,2005-04-20,2005-04-24,2005-04-19,ST
000887.SZ,*ST飞彩,2005-04-25,2006-10-08,2005-04-22,从ST变为*ST
000887.SZ,S*ST飞彩,2006-10-09,2006-11-22,2006-09-28,其他
000887.SZ,SST飞彩,2006-11-23,2006-12-21,2006-11-22,撤消*ST并实行ST
000887.SZ,ST飞彩,2006-12-22,2007-01-17,2006-12-16,其他
000887.SZ,ST中鼎,2007-01-18,2008-03-06,2006-12-28,其他
000889.SZ,ST中嘉,2022-05-06,2025-06-03,2022-04-30,ST
000890.SZ,*ST胜尔,2020-04-28,2021-05-16,2020-04-25,*ST
000892.SZ,ST星美,2006-05-09,2006-10-08,2006-05-08,ST
000892.SZ,SST星美,2006-10-09,2007-05-07,2006-09-28,其他
000892.SZ,S*ST星美,2007-05-08,2009-04-07,2007-04-30,从ST变为*ST
000892.SZ,*ST星美,2009-04-08,2009-05-18,2009-04-03,其他
000892.SZ,ST星美,2009-05-19,2011-02-27,2009-05-18,撤消*ST并实行ST
000892.SZ,*ST星美,2011-02-28,2013-03-27,2011-02-25,从ST变为*ST
000892.SZ,*ST星美,2015-04-23,2016-02-24,2015-04-22,*ST
000893.SZ,ST冷机,2002-04-09,2003-03-16,2002-04-08,ST
000893.SZ,*ST东凌,2018-05-03,2019-10-07,2018-04-28,*ST
000897.SZ,*ST津滨,2019-03-21,2020-06-04,2019-03-20,*ST
000898.SZ,*ST鞍钢,2013-03-29,2014-04-09,2013-03-28,*ST
000899.SZ,*ST赣能,2012-04-12,2013-05-01,2012-04-11,*ST
000902.SZ,*ST中服,2010-03-08,2011-04-11,2010-03-05,*ST
000902.SZ,*ST中服,2014-03-27,2014-04-09,2014-03-26,*ST
000903.SZ,ST云动,2025-07-10,,2025-07-09,ST
000906.SZ,S*ST建材,2008-04-16,2008-06-12,2008-04-15,*ST
000906.SZ,*ST建材,2008-06-13,2009-04-02,2008-06-11,其他
000908.SZ,*ST天一,2005-04-29,2006-10-08,2005-04-28,*ST
000908.SZ,S*ST天一,2006-10-09,2006-10-26,2006-09-28,其他
000908.SZ,*ST天一,2010-02-12,2011-05-31,2010-02-11,*ST
000908.SZ,ST天一,2011-06-01,2013-05-01,2011-05-31,撤消*ST并实行ST
000908.SZ,*ST天一,2013-05-02,2014-03-10,2013-04-26,从ST变为*ST
000908.SZ,*ST景峰,2024-05-06,2025-06-15,2024-04-30,*ST
000908.SZ,ST景峰,2025-06-16,2025-10-22,2025-06-13,撤消*ST并实行ST
000908.SZ,*ST景峰,2025-10-23,2026-03-25,2025-10-22,从ST变为*ST
000908.SZ,ST景峰,2026-03-26,2026-06-11,2026-03-25,撤消*ST并实行ST
000909.SZ,ST数源,2023-05-04,2026-03-31,2023-04-28,ST
000909.SZ,*ST数源,2026-04-01,,2026-03-31,从ST变为*ST
000911.SZ,*ST南糖,2019-04-04,2020-06-09,2019-04-03,*ST
000911.SZ,ST南糖,2020-06-10,2020-09-03,2020-06-09,撤消*ST并实行ST
000911.SZ,*ST广糖,2026-04-30,,2026-04-29,*ST
000912.SZ,*ST天化,2015-04-09,2016-03-14,2015-04-08,*ST
000912.SZ,*ST天化,2017-12-15,2019-04-14,2017-12-14,*ST
000913.SZ,*ST钱江,2016-04-21,2017-05-14,2016-04-20,*ST
000918.SZ,*ST亚华,2006-03-01,2006-10-08,2006-02-28,*ST
000918.SZ,S*ST亚华,2006-10-09,2008-03-09,2006-09-28,其他
000918.SZ,SST亚华,2008-03-10,2009-04-28,2008-03-07,撤消*ST并实行ST
000918.SZ,S*ST亚华,2009-04-29,2009-04-29,2009-04-28,从ST变为*ST
000918.SZ,*ST亚华,2009-04-30,2009-10-19,2009-04-28,其他
000918.SZ,*ST嘉凯,2023-05-04,,2023-04-28,*ST
000920.SZ,*ST汇通,2007-04-23,2008-08-05,2007-04-20,*ST
000921.SZ,ST科龙,2002-04-26,2003-06-03,2002-04-25,ST
000921.SZ,*ST科龙,2006-07-03,2006-10-08,2006-06-30,*ST
000921.SZ,S*ST科龙,2006-10-09,2007-03-28,2006-09-28,其他
000921.SZ,*ST科龙,2007-03-29,2007-07-24,2007-03-27,其他
000921.SZ,ST科龙,2007-07-25,2013-04-22,2007-07-24,撤消*ST并实行ST
000922.SZ,*ST阿继,2007-04-18,2008-10-12,2007-04-17,*ST
000922.SZ,ST阿继,2008-10-13,2010-04-15,2008-10-10,撤消*ST并实行ST
000922.SZ,*ST阿继,2010-04-16,2011-05-15,2010-04-15,从ST变为*ST
000922.SZ,ST阿继,2011-05-16,2012-09-20,2011-05-13,撤消*ST并实行ST
000922.SZ,ST佳电,2012-09-21,2013-01-24,2012-07-03,其他
000922.SZ,*ST佳电,2017-03-21,2018-11-26,2017-03-18,*ST
000925.SZ,*ST海纳,2006-05-08,2006-10-08,2006-04-28,*ST
000925.SZ,S*ST海纳,2006-10-09,2008-12-24,2006-09-28,其他
000925.SZ,SST海纳,2008-12-25,2009-04-29,2008-12-24,撤消*ST并实行ST
000925.SZ,ST海纳,2009-04-30,2009-06-04,2009-04-28,其他
000927.SZ,ST夏利,2003-04-29,2003-05-11,2003-04-28,ST
000927.SZ,*ST夏利,2003-05-12,2004-05-12,2003-04-28,从ST变为*ST
000927.SZ,*ST夏利,2015-04-02,2016-04-17,2015-04-01,*ST
000927.SZ,*ST夏利,2020-04-10,2021-01-03,2020-04-09,*ST
000928.SZ,*ST吉炭,2006-04-26,2006-06-04,2006-04-25,*ST
000928.SZ,*ST吉炭,2006-10-09,2007-06-03,2006-09-28,其他
000928.SZ,ST吉炭,2007-06-04,2009-05-18,2007-06-01,撤消*ST并实行ST
000928.SZ,*ST吉炭,2014-03-24,2014-09-29,2014-03-21,*ST
000929.SZ,*ST兰黄,2025-04-30,2026-06-15,2025-04-29,*ST
000931.SZ,*ST中科,2004-04-27,2005-05-12,2004-04-26,*ST
000932.SZ,*ST华菱,2017-05-03,2018-03-08,2017-04-29,*ST
000933.SZ,*ST神火,2016-04-20,2017-05-01,2016-04-19,*ST
000935.SZ,*ST双马,2008-04-30,2009-05-20,2008-04-29,*ST
000935.SZ,ST双马,2009-05-21,2010-10-31,2009-05-20,撤消*ST并实行ST
000939.SZ,*ST凯迪,2018-07-02,2020-11-04,2018-06-29,*ST
000950.SZ,*ST农化,2004-04-27,2005-04-19,2004-04-26,*ST
000950.SZ,ST农化,2005-04-20,2005-12-26,2005-04-19,撤消*ST并实行ST
000950.SZ,ST建峰,2006-10-09,2007-04-08,2006-09-28,其他
000950.SZ,*ST建峰,2016-04-25,2018-08-27,2016-04-22,*ST
000951.SZ,ST小鸭,2003-04-11,2003-05-11,2003-04-10,ST
000951.SZ,*ST小鸭,2003-05-12,2004-02-11,2003-04-30,从ST变为*ST
000951.SZ,*ST重汽,2004-02-12,2005-03-21,2003-12-31,其他
000953.SZ,*ST河化,2010-04-13,2011-05-19,2010-04-12,*ST
000953.SZ,ST河化,2011-05-20,2013-04-25,2011-05-19,撤消*ST并实行ST
000953.SZ,*ST河化,2013-04-26,2014-04-28,2013-04-25,从ST变为*ST
000953.SZ,*ST河化,2017-03-02,2018-06-10,2017-03-01,*ST
000953.SZ,ST河化,2018-06-11,2019-03-12,2018-06-08,撤消*ST并实行ST
000953.SZ,*ST河化,2019-03-13,2021-05-25,2019-03-12,从ST变为*ST
000955.SZ,*ST欣龙,2009-04-28,2010-06-03,2009-04-27,*ST
000955.SZ,ST欣龙,2010-06-04,2013-05-07,2010-06-03,撤消*ST并实行ST
000958.SZ,*ST东热,2010-04-28,2011-05-22,2010-04-27,*ST
000958.SZ,ST东热,2011-05-23,2013-04-25,2011-05-20,撤消*ST并实行ST
000958.SZ,*ST东热,2013-04-26,2014-04-02,2013-04-26,从ST变为*ST
000961.SZ,ST中南,2024-04-24,,2024-04-23,ST
000962.SZ,*ST东钽,2016-04-20,2017-04-04,2016-04-19,*ST
000965.SZ,S*ST天水,2007-04-16,2007-07-19,2007-04-13,*ST
000965.SZ,S*ST天保,2007-07-20,2007-09-26,2007-06-27,其他
000965.SZ,*ST天保,2007-09-27,2008-05-08,2007-09-25,其他
000967.SZ,*ST上风,2006-04-17,2006-09-20,2006-04-14,*ST
000967.SZ,*ST上风,2006-10-09,2007-08-23,2006-09-28,其他
000968.SZ,*ST煤气,2016-03-21,2017-05-14,2016-03-18,*ST
000971.SZ,*ST迈亚,2008-04-14,2009-07-27,2008-04-11,*ST
000971.SZ,ST迈亚,2009-07-28,2013-04-17,2009-07-27,撤消*ST并实行ST
000971.SZ,ST高升,2019-03-28,2019-04-29,2019-03-27,ST
000971.SZ,*ST高升,2019-04-30,2021-06-17,2019-04-27,从ST变为*ST
000971.SZ,ST高升,2021-06-18,2024-04-29,2021-06-17,撤消*ST并实行ST
000971.SZ,*ST高升,2024-04-30,,2024-04-27,从ST变为*ST
000972.SZ,*ST中基,2012-05-02,2013-11-05,2012-04-27,*ST
000972.SZ,*ST中基,2017-04-18,2018-11-01,2017-04-15,*ST
000972.SZ,ST中基,2018-11-02,2021-04-25,2018-11-01,撤消*ST并实行ST
000972.SZ,*ST中基,2021-04-26,2022-07-12,2021-04-23,从ST变为*ST
000972.SZ,ST中基,2022-07-13,2023-04-16,2022-07-12,撤消*ST并实行ST
000972.SZ,*ST中基,2025-04-01,2026-06-28,2025-03-29,*ST
000976.SZ,*ST春晖,2010-04-27,2011-03-28,2010-04-26,*ST
000976.SZ,*ST春晖,2015-03-11,2016-02-24,2015-03-10,*ST
000976.SZ,ST华铁,2023-05-05,2024-07-08,2023-04-29,ST
000976.SZ,*ST华铁,2024-07-09,,2024-07-06,从ST变为*ST
000980.SZ,ST金马,2003-04-10,2003-05-11,2003-04-09,ST
000980.SZ,*ST金马,2003-05-12,2004-02-12,2003-04-30,从ST变为*ST
000980.SZ,ST金马,2004-02-13,2005-04-06,2004-02-06,撤消*ST并实行ST
000980.SZ,*ST众泰,2020-06-24,2022-05-19,2020-06-23,*ST
000980.SZ,ST众泰,2022-05-20,2022-11-02,2022-05-19,撤消*ST并实行ST
000981.SZ,SST兰光,2007-04-30,2008-04-16,2007-04-27,ST
000981.SZ,S*ST兰光,2008-04-17,2011-05-29,2008-04-16,从ST变为*ST
000981.SZ,*ST兰光,2011-05-30,2011-08-25,2011-05-26,其他
000981.SZ,ST兰光,2011-08-26,2012-04-08,2011-08-19,撤消*ST并实行ST
000981.SZ,ST银亿,2019-05-06,2020-06-22,2019-04-30,ST
000981.SZ,*ST银亿,2020-06-23,2022-11-08,2020-06-20,从ST变为*ST
000982.SZ,S*ST雪绒,2007-04-13,2008-01-27,2007-04-12,*ST
000982.SZ,*ST中绒,2008-01-28,2008-06-17,2008-01-24,其他
000982.SZ,*ST中绒,2017-05-03,2021-06-07,2017-04-29,*ST
000989.SZ,ST九芝,2024-04-26,2025-05-06,2024-04-25,ST
000993.SZ,*ST闽电,2005-04-05,2006-07-06,2005-04-04,*ST
000995.SZ,*ST皇台,2004-04-19,2005-04-24,2004-04-16,*ST
000995.SZ,*ST皇台,2009-04-22,2010-06-23,2009-04-21,*ST
000995.SZ,ST皇台,2010-06-24,2013-04-02,2010-06-23,撤消*ST并实行ST
000995.SZ,*ST皇台,2015-04-28,2017-06-14,2015-04-27,*ST
000995.SZ,*ST皇台,2018-05-03,2020-12-15,2018-04-28,*ST
000995.SZ,*ST皇台,2022-04-29,2023-08-17,2022-04-28,*ST
000996.SZ,*ST中期,2023-05-05,2024-06-05,2023-04-29,*ST
001270.SZ,*ST铖昌,2025-04-24,2026-05-19,2025-04-23,*ST
001696.SZ,ST联益,2000-04-26,2003-10-22,2000-04-25,ST
001696.SZ,ST宗动,2003-10-23,2004-02-23,2003-08-19,其他
001896.SZ,*ST豫能,2010-04-06,2011-04-18,2010-04-02,*ST
002002.SZ,ST琼花,2008-12-29,2009-05-03,2008-12-26,ST
002002.SZ,*ST琼花,2009-05-04,2010-04-11,2009-04-30,从ST变为*ST
002002.SZ,ST琼花,2010-04-12,2012-03-25,2010-04-09,撤消*ST并实行ST
002002.SZ,ST金材,2012-03-26,2013-02-03,2012-02-29,其他
002002.SZ,ST鸿达,2023-10-12,,2023-10-11,ST
002005.SZ,*ST德豪,2019-04-30,2020-11-01,2019-04-29,*ST
002005.SZ,ST德豪,2020-11-02,2026-07-13,2020-10-30,撤消*ST并实行ST
002006.SZ,*ST精功,2014-04-29,2015-03-01,2014-04-28,*ST
002015.SZ,ST霞客,2014-03-21,2014-04-29,2014-03-20,ST
002015.SZ,*ST霞客,2014-04-30,2016-02-24,2014-04-29,从ST变为*ST
002019.SZ,*ST鑫富,2012-04-27,2013-05-09,2012-04-26,*ST
002021.SZ,*ST中捷,2019-04-30,2020-06-11,2019-04-27,*ST
002021.SZ,ST中捷,2020-06-12,2023-05-03,2020-06-11,撤消*ST并实行ST
002021.SZ,*ST中捷,2023-05-04,2024-06-02,2023-04-28,从ST变为*ST
002022.SZ,*ST科华,2022-05-06,2023-04-03,2022-04-30,*ST
002024.SZ,ST易购,2022-05-06,,2022-04-30,ST
002047.SZ,*ST成霖,2013-04-15,2014-01-12,2013-04-12,*ST
002047.SZ,*ST宝鹰,2025-04-28,2026-05-20,2025-04-25,*ST
002052.SZ,*ST同洲,2020-05-06,2021-06-07,2020-04-30,*ST
002052.SZ,ST同洲,2021-06-08,2022-04-20,2021-06-07,撤消*ST并实行ST
002052.SZ,*ST同洲,2022-04-21,2023-05-03,2022-04-20,从ST变为*ST
002052.SZ,ST同洲,2023-05-04,2024-04-22,2023-04-28,撤消*ST并实行ST
002052.SZ,*ST同洲,2024-04-23,2025-06-16,2024-04-20,从ST变为*ST
002055.SZ,ST得润,2026-01-06,,2025-12-31,ST
002058.SZ,*ST威尔,2021-04-08,2022-05-22,2021-04-07,*ST
002058.SZ,*ST威尔,2025-04-30,2026-06-14,2025-04-29,*ST
002061.SZ,*ST江化,2016-03-01,2017-03-13,2016-02-29,*ST
002069.SZ,*ST獐岛,2016-05-04,2017-04-04,2016-05-03,*ST
002069.SZ,ST獐子岛,2022-05-06,2023-05-29,2022-04-30,ST
002071.SZ,*ST长城,2020-06-22,2021-03-21,2020-06-19,*ST
002072.SZ,*ST德棉,2010-04-29,2011-06-02,2010-04-28,*ST
002072.SZ,ST德棉,2011-06-03,2013-05-22,2011-06-02,撤消*ST并实行ST
002072.SZ,*ST凯瑞,2019-05-06,2020-06-08,2019-04-30,*ST
002072.SZ,ST凯瑞,2020-06-09,2021-02-01,2020-06-08,撤消*ST并实行ST
002072.SZ,*ST凯瑞,2021-02-02,2022-11-16,2021-01-30,从ST变为*ST
002075.SZ,ST张铜,2008-09-02,2009-04-27,2008-09-01,ST
002075.SZ,*ST张铜,2009-04-28,2011-04-07,2009-04-27,从ST变为*ST
002076.SZ,*ST雪莱,2020-04-30,2021-06-09,2020-04-29,*ST
002076.SZ,ST雪莱,2021-06-10,2022-04-28,2021-06-09,撤消*ST并实行ST
002076.SZ,*ST雪莱,2022-04-29,2023-04-12,2022-04-28,从ST变为*ST
002076.SZ,*ST星光,2025-04-29,2026-06-21,2025-04-28,*ST
002077.SZ,*ST大港,2020-04-30,2021-06-02,2020-04-29,*ST
002082.SZ,ST万邦,2026-05-06,,2026-04-30,ST
002086.SZ,ST东海洋,2019-02-18,2020-06-30,2019-02-15,ST
002086.SZ,*ST东洋,2020-07-01,2021-12-26,2020-06-30,从ST变为*ST
002086.SZ,ST东洋,2021-12-27,2023-05-04,2021-12-24,撤消*ST并实行ST
002086.SZ,*ST东洋,2023-05-05,2024-06-11,2023-04-29,从ST变为*ST
002087.SZ,*ST新纺,2023-05-05,2024-06-05,2023-04-29,*ST
002089.SZ,*ST新海,2019-05-06,2020-08-03,2019-04-30,*ST
002089.SZ,ST新海,2020-08-04,2023-01-17,2020-08-01,撤消*ST并实行ST
002089.SZ,*ST新海,2023-01-18,2024-03-25,2023-01-17,从ST变为*ST
002092.SZ,ST中泰,2024-05-21,2025-05-19,2024-05-18,ST
002102.SZ,*ST冠福,2012-04-26,2013-05-06,2012-04-25,*ST
002102.SZ,ST冠福,2018-10-16,2023-05-10,2018-10-15,ST
002102.SZ,ST能特,2026-04-30,,2026-04-29,ST
002109.SZ,*ST兴化,2016-03-01,2017-03-27,2016-02-29,*ST
002109.SZ,ST兴化,2026-05-06,,2026-04-30,ST
002113.SZ,ST天润,2010-10-20,2011-04-27,2010-10-19,ST
002113.SZ,*ST天润,2011-04-28,2012-05-21,2011-04-27,从ST变为*ST
002113.SZ,ST天润,2012-05-22,2013-03-28,2012-05-21,撤消*ST并实行ST
002113.SZ,ST天润,2019-03-28,2020-04-28,2019-03-27,ST
002113.SZ,*ST天润,2020-04-29,2021-08-26,2020-04-28,从ST变为*ST
002113.SZ,ST天润,2021-08-27,2023-05-04,2021-08-26,撤消*ST并实行ST
002113.SZ,*ST天润,2023-05-05,,2023-04-29,从ST变为*ST
002114.SZ,*ST锌电,2012-03-23,2013-04-17,2012-03-22,*ST
002118.SZ,*ST紫鑫,2023-05-05,,2023-04-29,*ST
002121.SZ,*ST科陆,2020-04-30,2021-05-30,2020-04-29,*ST
002122.SZ,*ST天马,2018-05-03,2021-06-15,2018-05-02,*ST
002122.SZ,ST天马,2021-06-16,2022-11-01,2021-06-15,撤消*ST并实行ST
002122.SZ,*ST天马,2022-11-02,2023-01-09,2022-11-01,从ST变为*ST
002122.SZ,ST天马,2023-01-10,2023-02-27,2023-01-07,撤消*ST并实行ST
002122.SZ,ST汇洲,2025-10-31,,2025-10-30,ST
002124.SZ,ST天邦,2024-05-06,2025-05-05,2024-04-30,ST
002127.SZ,*ST新民,2014-03-11,2015-04-22,2014-03-10,*ST
002134.SZ,*ST普林,2014-04-14,2015-04-15,2014-04-11,*ST
002134.SZ,*ST普林,2017-05-02,2018-04-18,2017-04-28,*ST
002141.SZ,*ST贤丰,2024-04-29,2025-06-29,2024-04-26,*ST
002145.SZ,ST钛白,2009-04-22,2010-04-18,2009-04-21,ST
002145.SZ,*ST钛白,2010-04-19,2012-12-26,2010-04-16,从ST变为*ST
002147.SZ,ST新光,2018-12-04,2020-04-28,2018-12-03,ST
002147.SZ,*ST新光,2020-04-29,2022-05-31,2020-04-28,从ST变为*ST
002157.SZ,*ST正邦,2023-05-05,2024-06-11,2023-04-29,*ST
002160.SZ,*ST常铝,2014-03-11,2015-03-19,2014-03-10,*ST
002162.SZ,*ST上控,2013-02-08,2014-03-16,2013-02-07,*ST
002163.SZ,*ST三鑫,2014-04-29,2015-05-05,2014-04-28,*ST
002164.SZ,*ST东力,2014-04-23,2015-03-15,2014-04-22,*ST
002168.SZ,ST惠程,2021-03-03,2021-04-08,2021-03-02,ST
002168.SZ,ST惠程,2024-09-19,2025-04-29,2024-09-14,ST
002168.SZ,*ST惠程,2025-04-30,2026-05-10,2025-04-29,从ST变为*ST
002168.SZ,ST惠程,2026-05-11,,2026-05-08,撤消*ST并实行ST
002173.SZ,*ST千足,2016-04-19,2016-06-21,2016-04-18,*ST
002173.SZ,*ST创疗,2016-06-22,2017-04-20,2016-05-24,其他
002175.SZ,*ST东网,2019-04-29,2020-11-02,2019-04-26,*ST
002175.SZ,ST东网,2020-11-03,2021-05-05,2020-10-31,撤消*ST并实行ST
002175.SZ,*ST东网,2021-05-06,2022-04-10,2021-04-30,从ST变为*ST
002175.SZ,*ST东智,2026-04-30,,2026-04-29,*ST
002176.SZ,*ST江特,2020-04-30,2021-04-13,2020-04-29,*ST
002177.SZ,*ST御银,2022-05-05,2023-06-11,2022-04-29,*ST
002188.SZ,ST巴士,2018-02-08,2018-05-01,2018-02-07,ST
002188.SZ,*ST巴士,2018-05-02,2020-06-08,2018-04-27,从ST变为*ST
002188.SZ,ST巴士,2020-06-09,2021-02-08,2020-06-08,撤消*ST并实行ST
002188.SZ,*ST巴士,2021-02-09,2022-06-22,2021-02-06,从ST变为*ST
002190.SZ,*ST集成,2019-03-25,2020-06-07,2019-03-22,*ST
002192.SZ,*ST路翔,2015-03-23,2015-08-23,2015-03-20,*ST
002192.SZ,*ST融捷,2015-08-24,2016-02-04,2015-06-13,其他
002192.SZ,*ST融捷,2020-04-22,2021-03-21,2020-04-21,*ST
002193.SZ,ST如意,2026-05-06,,2026-04-30,ST
002194.SZ,*ST凡谷,2018-04-27,2019-08-14,2018-04-26,*ST
002197.SZ,ST证通,2024-05-06,2025-12-23,2024-04-30,ST
002198.SZ,ST嘉应,2026-05-06,,2026-04-30,ST
002199.SZ,*ST东晶,2016-04-26,2017-03-14,2016-04-25,*ST
002199.SZ,*ST东晶,2025-03-26,2026-07-22,2025-03-25,*ST
002200.SZ,*ST大地,2011-05-04,2014-03-04,2011-05-03,*ST
002200.SZ,*ST云投,2019-04-26,2020-06-03,2019-04-25,*ST
002200.SZ,ST云投,2020-06-04,2022-07-14,2020-06-03,撤消*ST并实行ST
002200.SZ,ST交投,2022-07-15,2025-04-17,2022-06-25,其他
002200.SZ,*ST交投,2025-04-18,2026-06-02,2025-04-17,从ST变为*ST
002207.SZ,*ST准油,2017-04-28,2018-09-10,2017-04-27,*ST
002207.SZ,ST准油,2018-09-11,2020-06-30,2018-09-10,撤消*ST并实行ST
002207.SZ,*ST准油,2026-04-29,,2026-04-28,*ST
002210.SZ,*ST飞马,2019-05-06,2021-12-01,2019-04-30,*ST
002211.SZ,ST宏达,2022-05-06,2023-06-20,2022-04-30,ST
002211.SZ,ST宏达,2025-04-25,,2025-04-24,ST
002214.SZ,*ST大立,2025-04-29,2026-08-04,2025-04-26,*ST
002217.SZ,*ST联工,2014-04-25,2014-05-06,2014-04-24,*ST
002217.SZ,*ST合泰,2014-05-07,2015-04-13,2014-04-08,其他
002217.SZ,*ST合泰,2024-05-06,2025-06-23,2024-04-30,*ST
002217.SZ,ST合力泰,2026-06-23,,2026-06-18,ST
002219.SZ,*ST恒康,2020-05-06,2022-07-03,2020-04-30,*ST
002220.SZ,ST天宝,2019-05-28,2020-06-01,2019-05-27,ST
002220.SZ,*ST天宝,2020-06-02,2020-06-29,2020-05-30,从ST变为*ST
002227.SZ,*ST特迅,2026-04-22,,2026-04-21,*ST
002231.SZ,*ST奥维,2025-04-30,,2025-04-29,*ST
002234.SZ,*ST民和,2014-04-22,2015-04-02,2014-04-21,*ST
002247.SZ,*ST聚力,2020-05-06,2021-06-03,2020-04-30,*ST
002248.SZ,*ST东数,2014-04-29,2015-04-29,2014-04-28,*ST
002248.SZ,*ST东数,2017-04-27,2018-04-15,2017-04-26,*ST
002251.SZ,*ST步高,2023-10-31,2024-10-15,2023-10-30,*ST
002251.SZ,ST步步高,2024-10-16,2025-04-20,2024-10-15,撤消*ST并实行ST
002253.SZ,*ST智胜,2025-04-29,2026-06-25,2025-04-28,*ST
002255.SZ,*ST海陆,2020-04-29,2021-05-09,2020-04-28,*ST
002256.SZ,*ST兆新,2020-04-27,2021-08-03,2020-04-24,*ST
002259.SZ,ST升达,2018-10-09,2019-05-05,2018-10-08,ST
002259.SZ,*ST升达,2019-05-06,2021-09-23,2019-04-30,从ST变为*ST
002259.SZ,ST升达,2021-09-24,2025-05-19,2021-09-23,撤消*ST并实行ST
002260.SZ,*ST德奥,2018-05-02,2022-05-04,2018-04-27,*ST
002263.SZ,*ST东南,2018-05-02,2020-06-02,2018-04-27,*ST
002265.SZ,*ST西仪,2013-03-27,2014-04-02,2013-03-26,*ST
002280.SZ,*ST联络,2020-06-29,2021-05-24,2020-06-24,*ST
002280.SZ,ST联络,2024-05-06,,2024-04-30,ST
002288.SZ,*ST超华,2024-05-06,,2024-04-30,*ST
002289.SZ,*ST宇顺,2016-05-03,2017-05-17,2016-04-29,*ST
002289.SZ,*ST宇顺,2019-04-26,2020-06-08,2019-04-25,*ST
002289.SZ,ST宇顺,2020-06-09,2021-04-27,2020-06-08,撤消*ST并实行ST
002289.SZ,ST宇顺,2023-04-28,2025-05-05,2023-04-27,ST
002289.SZ,*ST宇顺,2025-05-06,2026-06-25,2025-04-30,从ST变为*ST
002290.SZ,*ST中科,2019-05-06,2020-07-07,2019-04-30,*ST
002290.SZ,ST中科创,2020-07-08,2020-11-30,2020-07-07,撤消*ST并实行ST
002290.SZ,ST禾盛,2020-12-01,2021-04-19,2020-10-23,其他
002305.SZ,*ST南置,2025-04-30,,2025-04-29,*ST
002306.SZ,*ST云网,2015-04-30,2016-05-15,2015-04-29,*ST
002306.SZ,*ST云网,2017-04-27,2019-07-31,2017-04-26,*ST
002306.SZ,ST云网,2019-08-01,2021-04-13,2019-07-31,撤消*ST并实行ST
002306.SZ,*ST云网,2025-04-16,2026-06-11,2025-04-15,*ST
002306.SZ,ST云网,2026-06-12,,2026-06-11,撤消*ST并实行ST
002308.SZ,*ST威创,2024-07-09,,2024-07-06,*ST
002309.SZ,ST中利,2022-05-31,2024-04-24,2022-05-30,ST
002309.SZ,*ST中利,2024-04-25,2025-06-03,2024-04-24,从ST变为*ST
002309.SZ,ST中利,2025-06-04,2025-07-08,2025-06-03,撤消*ST并实行ST
002310.SZ,*ST东园,2024-04-30,2025-05-28,2024-04-27,*ST
002312.SZ,*ST三泰,2017-04-28,2018-05-08,2017-04-27,*ST
002313.SZ,*ST日海,2022-05-06,2023-11-02,2022-04-30,*ST
002316.SZ,*ST亚联,2022-05-06,2023-04-16,2022-04-30,*ST
002316.SZ,ST亚联,2024-08-06,2025-08-26,2024-08-05,ST
002319.SZ,*ST乐通,2020-04-28,2021-03-22,2020-04-25,*ST
002321.SZ,*ST华英,2021-04-30,2022-06-26,2021-04-29,*ST
002321.SZ,ST华英,2022-06-27,2023-06-06,2022-06-24,撤消*ST并实行ST
002323.SZ,*ST百特,2018-07-06,2019-12-03,2018-07-05,*ST
002323.SZ,ST百特,2019-12-04,2020-05-05,2019-12-03,撤消*ST并实行ST
002323.SZ,*ST百特,2020-05-06,2020-05-28,2020-04-30,从ST变为*ST
002323.SZ,*ST雅博,2020-05-29,2022-06-01,2020-05-14,其他
002323.SZ,*ST雅博,2026-04-30,,2026-04-29,*ST
002325.SZ,*ST洪涛,2024-05-06,,2024-04-30,*ST
002333.SZ,*ST罗普,2019-05-06,2020-06-08,2019-04-30,*ST
002333.SZ,ST罗普,2020-06-09,2021-05-25,2020-06-08,撤消*ST并实行ST
002336.SZ,*ST人乐,2016-04-20,2017-04-27,2016-04-19,*ST
002336.SZ,*ST人乐,2019-04-17,2020-06-17,2019-04-16,*ST
002336.SZ,ST人乐,2020-06-18,2021-05-25,2020-06-17,撤消*ST并实行ST
002336.SZ,*ST人乐,2024-04-22,2025-06-12,2024-04-19,*ST
002341.SZ,ST新纶,2024-05-06,,2024-04-30,ST
002354.SZ,*ST天娱,2020-05-06,2021-05-24,2020-04-30,*ST
