ts_code,name,start_date,end_date,ann_date,change_reason
600180.SH,ST九发,2011-12-15,2012-09-02,2011-12-14,撤消*ST并实行ST
600180.SH,*ST瑞茂,2026-04-30,,2026-04-29,*ST
600182.SH,ST桦林,2003-04-28,2003-05-11,2003-04-25,ST
600182.SH,*ST桦林,2003-05-12,2005-03-20,2003-04-25,从ST变为*ST
600182.SH,SST佳通,2021-04-26,2022-05-04,2021-04-23,ST
600182.SH,S*ST佳通,2022-05-05,2023-05-16,2022-04-29,从ST变为*ST
600185.SH,*ST海星,2009-05-04,2010-02-11,2009-04-30,*ST
600186.SH,*ST莲花,2019-04-29,2020-04-08,2019-04-26,*ST
600187.SH,*ST黑龙,2005-04-21,2006-10-08,2005-04-20,*ST
600187.SH,S*ST黑龙,2006-10-09,2009-04-16,2006-09-28,其他
600187.SH,ST黑龙,2009-04-17,2009-05-04,2009-04-14,撤消*ST并实行ST
600187.SH,ST国中,2009-05-05,2010-08-25,2009-04-29,其他
600187.SH,*ST国中,2026-05-06,,2026-04-30,*ST
600190.SH,ST锦州港,2003-04-23,2004-03-18,2003-04-22,ST
600190.SH,ST锦港,2024-06-04,2025-05-05,2024-06-01,ST
600190.SH,*ST锦港,2025-05-06,2025-06-29,2025-04-30,从ST变为*ST
600191.SH,*ST华资,2021-04-30,2022-08-15,2021-04-29,*ST
600193.SH,*ST创兴,2018-05-03,2019-03-27,2018-05-02,*ST
600193.SH,ST创兴,2019-03-28,2021-06-21,2019-03-27,撤消*ST并实行ST
600193.SH,*ST创兴,2025-05-06,2026-06-07,2025-04-30,*ST
600198.SH,*ST大唐,2007-04-30,2008-06-02,2007-04-27,*ST
600198.SH,ST大唐,2008-06-03,2009-06-04,2008-06-02,撤消*ST并实行ST
600198.SH,*ST大唐,2018-04-27,2019-04-23,2018-04-26,*ST
600198.SH,*ST大唐,2021-04-30,2022-04-20,2021-04-29,*ST
600199.SH,*ST金牛,2005-04-20,2006-04-17,2005-04-19,*ST
600199.SH,ST金牛,2006-04-18,2006-07-03,2006-04-17,撤消*ST并实行ST
600199.SH,ST金种子,2006-10-09,2007-05-14,2006-09-28,其他
600200.SH,*ST苏吴,2025-05-06,2025-12-08,2025-04-30,*ST
600202.SH,*ST哈空,2018-04-25,2019-04-01,2018-04-24,*ST
600203.SH,*ST福日,2004-04-27,2005-04-18,2004-04-26,*ST
600203.SH,ST福日,2005-04-19,2006-03-20,2005-04-18,撤消*ST并实行ST
600203.SH,*ST福日,2011-01-27,2012-04-25,2011-01-26,*ST
600203.SH,ST福日,2012-04-26,2012-08-19,2012-04-25,撤消*ST并实行ST
600207.SH,*ST安彩,2007-05-08,2008-04-24,2007-04-30,*ST
600207.SH,ST安彩,2008-04-25,2012-08-21,2008-04-24,撤消*ST并实行ST
600209.SH,*ST罗顿,2006-04-25,2006-07-27,2006-04-24,*ST
600209.SH,*ST罗顿,2006-10-09,2007-06-13,2006-09-28,其他
600209.SH,ST罗顿,2007-06-14,2008-06-16,2007-06-13,撤消*ST并实行ST
600209.SH,*ST罗顿,2010-04-27,2011-10-31,2010-04-26,*ST
600209.SH,ST罗顿,2011-11-01,2012-07-15,2011-10-31,撤消*ST并实行ST
600209.SH,*ST罗顿,2018-04-24,2019-05-06,2018-04-23,*ST
600209.SH,ST罗顿,2019-05-07,2021-03-21,2019-05-01,撤消*ST并实行ST
600209.SH,*ST罗顿,2021-03-22,2022-05-24,2021-03-19,从ST变为*ST
600212.SH,*ST江泉,2008-04-15,2009-07-02,2008-04-14,*ST
600212.SH,*ST江泉,2016-04-11,2017-02-22,2016-04-08,*ST
600212.SH,*ST江泉,2020-04-27,2021-03-14,2020-04-24,*ST
600213.SH,*ST亚星,2005-04-27,2006-10-08,2005-04-26,*ST
600213.SH,S*ST亚星,2006-10-09,2007-06-04,2006-09-28,其他
600213.SH,*ST亚星,2007-06-05,2007-07-04,2007-06-04,其他
600213.SH,ST亚星,2007-07-05,2008-05-08,2007-06-27,撤消*ST并实行ST
600213.SH,*ST亚星,2024-05-06,,2024-04-30,*ST
600215.SH,*ST经开,2020-05-06,2021-05-09,2020-04-30,*ST
600217.SH,*ST秦岭,2007-05-08,2008-06-05,2007-04-30,*ST
600217.SH,ST秦岭,2008-06-06,2009-08-25,2008-06-05,撤消*ST并实行ST
600217.SH,*ST秦岭,2009-08-26,2011-07-21,2009-08-25,从ST变为*ST
600217.SH,ST秦岭,2011-07-22,2012-08-23,2011-07-21,撤消*ST并实行ST
600217.SH,*ST秦岭,2015-03-18,2016-03-08,2015-03-17,*ST
600220.SH,ST阳光,2024-05-06,,2024-04-30,ST
600221.SH,*ST海航,2021-02-19,2022-05-18,2021-02-18,*ST
600221.SH,ST海航,2022-05-19,2022-09-29,2022-05-18,撤消*ST并实行ST
600223.SH,*ST万杰,2007-04-13,2008-05-29,2007-04-12,*ST
600223.SH,ST万杰,2008-05-30,2009-07-07,2008-05-29,撤消*ST并实行ST
600223.SH,ST鲁置业,2009-07-08,2010-03-10,2009-01-09,其他
600225.SH,*ST天香,2006-04-28,2006-10-08,2006-04-27,*ST
600225.SH,S*ST天香,2006-10-09,2009-10-27,2006-09-28,其他
600225.SH,ST天香,2009-10-28,2009-11-25,2009-10-22,撤消*ST并实行ST
600225.SH,ST松江,2009-11-26,2010-05-18,2009-11-20,其他
600225.SH,*ST松江,2017-03-21,2018-05-06,2017-03-18,*ST
600225.SH,*ST松江,2020-04-24,2022-05-10,2020-04-23,*ST
600225.SH,*ST卓朗,2024-11-01,2025-02-06,2024-10-31,*ST
600226.SH,*ST瀚叶,2020-07-01,2021-05-19,2020-06-30,*ST
600226.SH,ST瀚叶,2021-05-20,2023-05-09,2021-05-19,撤消*ST并实行ST
600228.SH,*ST昌九,2011-04-26,2012-06-10,2011-04-25,*ST
600228.SH,ST昌九,2012-06-11,2012-08-29,2012-06-08,撤消*ST并实行ST
600228.SH,*ST昌九,2014-05-05,2015-03-18,2014-04-30,*ST
600228.SH,*ST昌九,2017-03-14,2018-05-09,2017-03-11,*ST
600228.SH,ST昌九,2018-05-10,2021-04-05,2018-05-09,撤消*ST并实行ST
600228.SH,*ST返利,2025-04-28,2026-06-08,2025-04-25,*ST
600230.SH,*ST沧大,2016-03-25,2017-03-14,2016-03-24,*ST
600234.SH,ST天龙,2003-04-17,2003-05-11,2003-04-16,ST
600234.SH,*ST天龙,2003-05-12,2004-06-02,2003-04-16,从ST变为*ST
600234.SH,ST天龙,2004-06-03,2006-05-08,2004-06-02,撤消*ST并实行ST
600234.SH,*ST天龙,2006-05-09,2006-10-08,2006-05-08,从ST变为*ST
600234.SH,S*ST天龙,2006-10-09,2007-02-08,2006-09-28,其他
600234.SH,*ST天龙,2007-02-09,2007-06-26,2007-02-06,其他
600234.SH,ST天龙,2007-06-27,2009-05-03,2007-06-26,撤消*ST并实行ST
600234.SH,*ST天龙,2009-05-04,2010-06-08,2009-04-30,从ST变为*ST
600234.SH,ST天龙,2010-06-09,2013-05-01,2010-06-08,撤消*ST并实行ST
600234.SH,*ST天龙,2013-05-02,2014-03-27,2013-04-26,从ST变为*ST
600234.SH,*ST山水,2014-03-28,2014-04-20,2014-02-28,其他
600234.SH,*ST山水,2016-05-03,2017-03-27,2016-04-29,*ST
600234.SH,ST山水,2017-03-28,2019-04-28,2017-03-25,撤消*ST并实行ST
600234.SH,*ST山水,2019-04-29,2020-04-08,2019-04-26,从ST变为*ST
600234.SH,ST山水,2020-04-09,2021-05-10,2020-04-08,撤消*ST并实行ST
600234.SH,*ST科新,2024-04-30,2025-05-19,2024-04-29,*ST
600238.SH,*ST椰岛,2018-04-26,2019-04-25,2018-04-25,*ST
600238.SH,ST椰岛,2019-04-26,2021-04-08,2019-04-25,撤消*ST并实行ST
600238.SH,*ST椰岛,2025-05-06,2026-08-02,2025-04-30,*ST
600238.SH,ST椰岛,2026-08-03,,2026-07-31,撤消*ST并实行ST
600239.SH,*ST云城,2021-04-28,2022-05-12,2021-04-27,*ST
600239.SH,ST云城,2022-05-13,2023-05-09,2022-05-12,撤消*ST并实行ST
600239.SH,ST云城,2026-04-30,,2026-04-29,ST
600240.SH,*ST仕奇,2004-04-26,2005-03-17,2004-04-23,*ST
600240.SH,*ST华业,2019-04-30,2019-12-11,2019-04-29,*ST
600241.SH,*ST时万,2020-04-27,2021-05-17,2020-04-24,*ST
600241.SH,ST时万,2021-05-18,2023-05-30,2021-05-15,撤消*ST并实行ST
600242.SH,*ST华龙,2006-05-09,2006-10-08,2006-05-08,*ST
600242.SH,S*ST华龙,2006-10-09,2009-01-04,2006-09-28,其他
600242.SH,ST华龙,2009-01-05,2011-04-06,2008-12-25,撤消*ST并实行ST
600242.SH,*ST中昌,2015-05-04,2016-04-06,2015-04-30,*ST
600242.SH,*ST中昌,2020-07-01,2021-05-19,2020-06-30,*ST
600242.SH,ST中昌,2021-05-20,2022-05-05,2021-05-19,撤消*ST并实行ST
600242.SH,*ST中昌,2022-05-06,2023-05-30,2022-05-05,从ST变为*ST
600243.SH,*ST海华,2020-04-22,2021-05-09,2020-04-21,*ST
600243.SH,*ST海华,2025-04-23,,2025-04-22,*ST
600247.SH,ST成城,2014-04-10,2014-06-30,2014-04-09,ST
600247.SH,*ST成城,2014-07-01,2016-05-08,2014-06-30,从ST变为*ST
600247.SH,ST成城,2016-05-09,2018-05-02,2016-05-06,撤消*ST并实行ST
600247.SH,*ST成城,2018-05-03,2019-05-08,2018-05-02,从ST变为*ST
600247.SH,ST成城,2019-05-09,2020-06-30,2019-05-08,撤消*ST并实行ST
600247.SH,*ST成城,2020-07-01,,2020-06-30,从ST变为*ST
600248.SH,*ST秦丰,2006-05-09,2006-10-08,2006-05-08,*ST
600248.SH,S*ST秦丰,2006-10-09,2007-02-14,2006-09-28,其他
600248.SH,*ST秦丰,2007-02-15,2008-12-25,2007-02-12,其他
600248.SH,ST化建,2008-12-26,2009-04-09,2008-12-19,撤消*ST并实行ST
600250.SH,*ST南纺,2012-05-03,2013-05-05,2012-05-02,*ST
600255.SH,*ST梦舟,2020-05-06,2020-12-16,2020-04-30,*ST
600255.SH,*ST鑫科,2020-12-17,2021-03-15,2020-12-05,其他
600259.SH,*ST聚酯,2006-05-09,2006-10-08,2006-05-08,*ST
600259.SH,S*ST聚酯,2006-10-09,2009-01-18,2006-09-28,其他
600259.SH,ST聚酯,2009-01-19,2009-02-05,2009-01-12,撤消*ST并实行ST
600259.SH,ST有色,2009-02-06,2010-05-18,2008-12-27,其他
600260.SH,ST凯乐,2021-08-17,2022-05-05,2021-08-16,ST
600260.SH,*ST凯乐,2022-05-06,,2022-04-30,从ST变为*ST
600265.SH,ST景谷,2012-09-27,2013-05-02,2012-09-26,ST
600265.SH,*ST景谷,2013-05-03,2014-04-28,2013-05-02,从ST变为*ST
600265.SH,ST景谷,2014-04-29,2016-05-02,2014-04-28,撤消*ST并实行ST
600265.SH,*ST景谷,2016-05-03,2017-02-09,2016-04-29,从ST变为*ST
600265.SH,ST景谷,2017-02-10,2021-04-29,2017-02-09,撤消*ST并实行ST
600265.SH,*ST景谷,2021-04-30,2022-07-25,2021-04-29,从ST变为*ST
600265.SH,ST景谷,2022-07-26,2024-06-04,2022-07-25,撤消*ST并实行ST
600265.SH,ST景谷,2025-04-30,2026-04-26,2025-04-29,ST
600265.SH,*ST景谷,2026-04-27,,2026-04-24,从ST变为*ST
600275.SH,*ST昌鱼,2008-05-05,2009-12-29,2008-04-30,*ST
600275.SH,ST昌鱼,2009-12-30,2012-08-28,2009-12-29,撤消*ST并实行ST
600275.SH,*ST昌鱼,2017-05-02,2018-05-08,2017-04-28,*ST
600275.SH,ST昌鱼,2018-05-09,2021-05-05,2018-05-08,撤消*ST并实行ST
600275.SH,*ST昌鱼,2021-05-06,2022-05-24,2021-04-30,从ST变为*ST
600277.SH,ST亿利,2024-05-06,,2024-04-30,ST
600280.SH,*ST中商,2020-05-06,2021-05-18,2020-04-30,*ST
600281.SH,*ST太化,2011-04-27,2012-05-27,2011-04-26,*ST
600281.SH,ST太化,2012-05-28,2012-08-27,2012-05-25,撤消*ST并实行ST
600282.SH,*ST南钢,2014-04-30,2015-02-09,2014-04-29,*ST
600287.SH,ST舜天,2024-07-09,2025-07-15,2024-07-06,ST
600289.SH,ST信通,2017-12-27,2018-04-25,2017-12-26,ST
600289.SH,*ST信通,2018-04-26,2021-05-19,2018-04-25,从ST变为*ST
600289.SH,ST信通,2021-05-20,2024-05-05,2021-05-19,撤消*ST并实行ST
600289.SH,*ST信通,2024-05-06,2025-07-08,2024-04-30,从ST变为*ST
600289.SH,ST信通,2025-07-09,,2025-07-08,撤消*ST并实行ST
600290.SH,ST华仪,2019-12-26,2020-04-26,2019-12-25,ST
600290.SH,*ST华仪,2020-04-27,2021-05-16,2020-04-24,从ST变为*ST
600290.SH,ST华仪,2021-05-17,2023-05-03,2021-05-14,撤消*ST并实行ST
600290.SH,*ST华仪,2023-05-04,,2023-04-28,从ST变为*ST
600291.SH,*ST西水,2021-05-06,2022-05-16,2021-04-30,*ST
600299.SH,*ST新材,2010-04-07,2011-07-07,2010-04-06,*ST
600299.SH,ST新材,2011-07-08,2012-08-29,2011-07-07,撤消*ST并实行ST
600299.SH,*ST新材,2014-04-17,2015-04-09,2014-04-16,*ST
600300.SH,ST维维,2021-04-27,2022-04-11,2021-04-26,ST
600301.SH,*ST南化,2010-04-26,2011-12-18,2010-04-23,*ST
600301.SH,ST南化,2011-12-19,2012-08-27,2011-12-16,撤消*ST并实行ST
600301.SH,*ST南化,2013-05-03,2014-04-22,2013-05-02,*ST
600301.SH,ST南化,2014-04-23,2015-04-22,2014-04-22,撤消*ST并实行ST
600301.SH,*ST南化,2015-04-23,2017-04-09,2015-04-22,从ST变为*ST
600301.SH,ST南化,2017-04-10,2021-04-27,2017-04-07,撤消*ST并实行ST
600301.SH,*ST南化,2021-04-28,2022-05-26,2021-04-27,从ST变为*ST
600302.SH,ST标准,2026-05-06,,2026-04-30,ST
600303.SH,ST曙光,2022-05-06,2025-04-20,2022-04-30,ST
600306.SH,*ST商城,2014-04-16,2015-03-02,2014-04-15,*ST
600306.SH,*ST商城,2016-04-27,2017-04-18,2016-04-26,*ST
600306.SH,*ST商城,2020-05-06,2022-03-24,2020-04-30,*ST
600306.SH,ST商城,2022-03-25,2023-03-30,2022-03-24,撤消*ST并实行ST
600306.SH,*ST商城,2023-03-31,2024-05-28,2023-03-30,从ST变为*ST
600311.SH,ST荣华,2015-12-01,2016-04-06,2015-11-30,ST
600311.SH,*ST荣华,2020-04-29,2021-05-18,2020-04-28,*ST
600311.SH,ST荣华,2021-05-19,2022-05-05,2021-05-18,撤消*ST并实行ST
600311.SH,*ST荣华,2022-05-06,,2022-04-30,从ST变为*ST
600313.SH,ST中农,2003-04-23,2003-05-11,2003-04-22,ST
600313.SH,*ST中农,2003-05-12,2005-04-11,2003-04-22,从ST变为*ST
600313.SH,ST中农,2006-03-08,2006-10-08,2006-03-07,ST
600313.SH,SST中农,2006-10-09,2007-12-23,2006-09-28,其他
600313.SH,ST中农,2007-12-24,2009-04-20,2007-12-19,其他
600313.SH,*ST中农,2009-04-21,2011-10-18,2009-04-20,从ST变为*ST
600313.SH,ST中农,2011-10-19,2012-07-11,2011-10-13,撤消*ST并实行ST
600319.SH,*ST亚星,2013-05-02,2014-05-07,2013-04-26,*ST
600319.SH,*ST亚星,2016-03-29,2017-02-26,2016-03-28,*ST
600319.SH,ST亚星,2019-11-04,2021-04-29,2019-11-01,ST
600319.SH,*ST亚星,2021-04-30,2022-05-09,2021-04-29,从ST变为*ST
600321.SH,*ST正源,2018-04-12,2019-03-31,2018-04-11,*ST
600321.SH,ST正源,2019-04-01,2020-04-20,2019-03-29,撤消*ST并实行ST
600329.SH,*ST中新,2008-04-02,2009-04-23,2008-04-01,*ST
600335.SH,*ST中发,2004-03-18,2005-03-03,2004-03-17,*ST
600335.SH,*ST盛工,2005-03-04,2005-03-07,2005-01-12,其他
600335.SH,ST盛工,2005-03-08,2006-05-24,2005-03-07,撤消*ST并实行ST
600335.SH,*ST盛工,2011-02-23,2012-04-26,2011-02-22,*ST
600337.SH,ST美克,2026-05-06,,2026-04-30,ST
600338.SH,ST珠峰,2003-08-29,2004-01-28,2003-08-28,ST
600338.SH,*ST珠峰,2004-01-29,2005-03-31,2004-01-16,从ST变为*ST
600338.SH,ST珠峰,2005-04-01,2006-10-08,2005-03-31,撤消*ST并实行ST
600338.SH,SST珠峰,2006-10-09,2006-10-22,2006-09-28,其他
600338.SH,ST珠峰,2006-10-23,2012-04-26,2006-10-18,其他
600338.SH,*ST珠峰,2012-04-27,2013-03-11,2012-04-26,从ST变为*ST
600339.SH,*ST天利,2016-04-19,2017-02-07,2016-04-18,*ST
600339.SH,*ST工程,2017-02-08,2017-02-16,2017-02-08,其他
600339.SH,*ST油工,2017-02-17,2017-05-07,2017-02-11,其他
600340.SH,*ST国祥,2009-05-04,2010-06-30,2009-04-30,*ST
600340.SH,ST国祥,2010-07-01,2011-11-01,2010-06-30,撤消*ST并实行ST
600340.SH,*ST华幸,2026-05-06,,2026-04-30,*ST
600346.SH,*ST橡塑,2016-04-29,2016-11-02,2016-04-28,*ST
600354.SH,*ST敦种,2020-03-23,2021-05-18,2020-03-20,*ST
600355.SH,*ST精伦,2010-04-20,2011-06-23,2010-04-19,*ST
600355.SH,ST精伦,2011-06-24,2012-08-22,2011-06-23,撤消*ST并实行ST
600355.SH,*ST精伦,2025-04-29,,2025-04-26,*ST
600358.SH,*ST联合,2013-05-03,2014-04-23,2013-05-02,*ST
600358.SH,*ST联合,2020-05-06,2021-05-06,2020-04-30,*ST
600358.SH,ST联合,2025-03-18,2026-04-19,2025-03-15,ST
600359.SH,*ST新农,2012-05-03,2013-04-09,2012-05-02,*ST
600360.SH,ST华微,2024-05-06,2025-05-05,2024-04-30,ST
600360.SH,*ST华微,2025-05-06,2026-05-19,2025-04-30,从ST变为*ST
600365.SH,*ST通葡,2011-02-16,2012-08-15,2011-02-15,*ST
600365.SH,ST通葡,2020-08-25,,2020-08-24,ST
600369.SH,*ST长运,2005-05-10,2006-06-04,2005-05-09,*ST
600369.SH,ST长运,2006-06-05,2006-07-20,2006-06-02,撤消*ST并实行ST
600369.SH,ST长运,2006-10-09,2008-01-27,2006-09-28,其他
600369.SH,*ST长运,2008-01-28,2009-02-25,2008-01-25,从ST变为*ST
600370.SH,*ST三房,2026-04-30,,2026-04-29,*ST
600372.SH,*ST昌河,2008-04-15,2010-09-20,2008-04-14,*ST
600372.SH,ST昌河,2010-09-21,2011-06-02,2010-09-13,撤消*ST并实行ST
600373.SH,*ST鑫新,2010-04-28,2011-04-13,2010-04-27,*ST
600375.SH,*ST星马,2016-04-12,2017-03-07,2016-04-11,*ST
600375.SH,*ST汉马,2024-04-01,2025-04-17,2024-03-29,*ST
600381.SH,*ST贤成,2007-05-08,2008-05-19,2007-04-30,*ST
600381.SH,ST贤成,2008-05-20,2012-03-19,2008-05-19,撤消*ST并实行ST
600381.SH,ST贤成,2013-03-06,2013-05-01,2013-03-05,ST
600381.SH,*ST贤成,2013-05-02,2015-02-09,2013-04-26,从ST变为*ST
600381.SH,ST春天,2016-06-29,2016-11-20,2016-06-28,ST
600381.SH,ST春天,2024-05-06,2025-04-29,2024-04-30,ST
600381.SH,*ST春天,2025-04-30,,2025-04-29,从ST变为*ST
600382.SH,*ST广珠,2021-05-06,2022-05-31,2021-04-30,*ST
600382.SH,ST广珠,2022-06-01,2023-05-31,2022-05-31,撤消*ST并实行ST
600385.SH,ST金泰,2003-04-09,2004-04-21,2003-04-08,ST
600385.SH,*ST金泰,2004-04-22,2005-05-11,2004-04-21,从ST变为*ST
600385.SH,ST金泰,2005-05-12,2006-09-11,2005-05-11,撤消*ST并实行ST
600385.SH,ST金泰,2006-10-09,2007-02-14,2006-09-28,其他
600385.SH,*ST金泰,2007-02-15,2008-06-11,2007-02-14,从ST变为*ST
600385.SH,ST金泰,2008-06-12,2012-04-19,2008-06-11,撤消*ST并实行ST
600385.SH,*ST金泰,2012-04-20,2014-08-05,2012-04-19,从ST变为*ST
600385.SH,ST金泰,2014-08-06,2015-05-04,2014-07-31,撤消*ST并实行ST
600385.SH,*ST金泰,2019-04-26,2020-04-29,2019-04-25,*ST
600385.SH,ST金泰,2020-04-30,2021-04-26,2020-04-29,撤消*ST并实行ST
600385.SH,*ST金泰,2021-04-27,2022-06-09,2021-04-26,从ST变为*ST
600386.SH,*ST北巴,2007-04-23,2008-03-26,2007-04-20,*ST
600387.SH,ST海越,2021-05-06,2022-11-23,2021-04-30,ST
600387.SH,ST海越,2023-05-05,2024-04-22,2023-04-29,ST
600387.SH,*ST海越,2024-04-23,2025-06-15,2024-04-20,从ST变为*ST
600388.SH,ST龙净,2022-05-06,2023-07-16,2022-04-30,ST
600390.SH,*ST金瑞,2016-04-29,2017-05-03,2016-04-28,*ST
600392.SH,*ST天成,2012-05-02,2013-05-01,2012-05-02,*ST
600393.SH,ST粤泰,2021-05-06,2022-06-14,2021-04-30,ST
600393.SH,ST粤泰,2023-05-05,,2023-04-29,ST
600396.SH,*ST金山,2019-04-29,2020-04-12,2019-04-26,*ST
600396.SH,*ST金山,2023-04-24,2024-06-04,2023-04-21,*ST
600397.SH,*ST安煤,2018-04-19,2019-04-21,2018-04-18,*ST
600399.SH,*ST抚钢,2018-06-27,2019-04-07,2018-06-26,*ST
600399.SH,ST抚钢,2019-04-08,2021-04-15,2019-04-04,撤消*ST并实行ST
600403.SH,*ST大有,2017-03-27,2018-04-11,2017-03-24,*ST
600403.SH,ST大有,2021-04-28,2022-04-17,2021-04-27,ST
600408.SH,*ST安泰,2015-05-04,2016-03-14,2015-04-30,*ST
600408.SH,*ST安泰,2018-04-24,2019-03-27,2018-04-23,*ST
600408.SH,ST安泰,2019-03-28,2022-05-05,2019-03-27,撤消*ST并实行ST
600416.SH,*ST湘电,2020-04-01,2021-03-31,2020-03-31,*ST
600419.SH,*ST天宏,2006-05-09,2006-05-25,2006-05-08,*ST
600419.SH,*ST天宏,2006-10-09,2007-06-26,2006-09-28,其他
600419.SH,ST天宏,2007-06-27,2008-04-28,2007-06-26,撤消*ST并实行ST
600419.SH,*ST天宏,2008-04-29,2009-05-18,2008-04-29,从ST变为*ST
600419.SH,ST天宏,2009-05-19,2012-08-27,2009-05-18,撤消*ST并实行ST
600421.SH,ST国药,2008-05-05,2009-05-03,2008-04-30,ST
600421.SH,*ST国药,2009-05-04,2010-06-09,2009-04-30,从ST变为*ST
600421.SH,ST国药,2010-06-10,2012-05-01,2010-06-09,撤消*ST并实行ST
600421.SH,*ST国药,2012-05-02,2014-03-30,2012-04-27,从ST变为*ST
600421.SH,ST仰帆,2018-01-11,2019-04-28,2018-01-10,ST
600421.SH,*ST仰帆,2019-04-29,2020-05-12,2019-04-26,从ST变为*ST
600421.SH,ST仰帆,2020-05-13,2020-11-05,2020-05-12,撤消*ST并实行ST
600421.SH,ST华嵘,2020-11-06,2021-06-16,2020-11-03,其他
600421.SH,*ST华嵘,2025-04-29,2026-05-31,2025-04-26,*ST
600423.SH,*ST柳化,2017-05-03,2019-12-19,2017-04-29,*ST
600423.SH,ST柳化,2019-12-20,2021-05-19,2019-12-19,撤消*ST并实行ST
600423.SH,*ST柳化,2026-04-28,,2026-04-25,*ST
600425.SH,*ST青松,2017-04-11,2018-05-02,2017-04-08,*ST
600429.SH,*ST三元,2006-10-09,2007-04-25,2006-09-28,其他
600429.SH,ST三元,2007-04-26,2008-04-28,2007-04-25,撤消*ST并实行ST
600439.SH,ST瑞贝卡,2026-08-03,,2026-07-31,ST
600444.SH,*ST国通,2010-04-19,2011-07-04,2010-04-16,*ST
600444.SH,ST国通,2011-07-05,2012-09-02,2011-07-05,撤消*ST并实行ST
600444.SH,*ST国通,2013-05-02,2014-03-09,2013-04-26,*ST
600444.SH,*ST国通,2015-04-20,2016-04-24,2015-04-17,*ST
600455.SH,*ST博通,2010-04-27,2012-07-02,2010-04-26,*ST
600455.SH,ST博通,2012-07-03,2013-03-27,2012-06-27,撤消*ST并实行ST
600462.SH,*ST石岘,2007-04-24,2008-06-04,2007-04-23,*ST
600462.SH,ST石岘,2008-06-05,2010-04-25,2008-06-04,撤消*ST并实行ST
600462.SH,*ST石岘,2010-04-26,2013-04-07,2010-04-23,从ST变为*ST
600462.SH,ST九有,2019-01-15,2019-05-05,2019-01-14,ST
600462.SH,*ST九有,2019-05-06,2021-05-13,2019-04-30,从ST变为*ST
600462.SH,ST九有,2021-05-14,2024-05-05,2021-05-13,撤消*ST并实行ST
600462.SH,*ST九有,2024-05-06,2025-06-23,2024-04-30,从ST变为*ST
600466.SH,*ST迪康,2007-05-08,2008-06-01,2007-04-30,*ST
600466.SH,ST迪康,2008-06-02,2009-03-18,2008-05-30,撤消*ST并实行ST
600466.SH,*ST蓝光,2023-05-04,,2023-04-28,*ST
600470.SH,*ST六化,2020-05-06,2021-04-05,2020-04-30,*ST
600476.SH,*ST湘邮,2026-04-29,,2026-04-28,*ST
600485.SH,*ST信威,2019-04-30,,2019-04-29,*ST
600490.SH,*ST合臣,2010-04-29,2011-08-07,2010-04-28,*ST
600490.SH,ST合臣,2011-08-08,2012-09-03,2011-08-05,撤消*ST并实行ST
600491.SH,ST龙元,2026-05-06,,2026-04-30,ST
600503.SH,ST宏智,2004-02-05,2004-11-01,2004-02-04,ST
600503.SH,*ST宏智,2004-11-02,2004-12-22,2004-11-01,从ST变为*ST
600503.SH,ST宏智,2004-12-23,2005-04-07,2004-12-22,撤消*ST并实行ST
600503.SH,ST新智,2005-04-08,2005-05-09,2005-04-05,其他
600503.SH,*ST新智,2005-05-10,2006-04-02,2005-05-09,从ST变为*ST
600503.SH,ST新智,2006-04-03,2006-10-08,2006-03-31,撤消*ST并实行ST
600503.SH,SST新智,2006-10-09,2008-07-13,2006-09-28,其他
600506.SH,*ST香梨,2009-03-13,2010-11-10,2009-03-12,*ST
600506.SH,ST香梨,2010-11-11,2012-08-23,2010-11-10,撤消*ST并实行ST
600506.SH,*ST香梨,2021-04-28,2022-05-09,2021-04-27,*ST
600515.SH,ST一投,2005-05-10,2006-05-07,2005-05-09,ST
600515.SH,*ST一投,2006-05-08,2006-10-08,2006-04-28,从ST变为*ST
600515.SH,S*ST一投,2006-10-09,2007-04-12,2006-09-28,其他
600515.SH,*ST一投,2007-04-13,2007-04-29,2007-04-10,其他
600515.SH,ST一投,2007-04-30,2008-07-08,2007-04-27,撤消*ST并实行ST
600515.SH,ST筑信,2008-07-09,2010-03-31,2008-06-13,其他
600515.SH,*ST筑信,2010-04-01,2011-05-05,2010-03-31,从ST变为*ST
600515.SH,ST筑信,2011-05-06,2011-12-15,2011-05-05,撤消*ST并实行ST
600515.SH,ST海建,2011-12-16,2012-09-02,2011-10-26,其他
600515.SH,*ST基础,2021-02-19,2022-05-18,2021-02-18,*ST
600515.SH,ST基础,2022-05-19,2022-10-13,2022-05-18,撤消*ST并实行ST
600516.SH,*ST海龙,2006-04-26,2006-10-08,2006-04-25,*ST
600516.SH,S*ST海龙,2006-10-09,2007-01-24,2006-09-28,其他
600516.SH,*ST海龙,2007-01-25,2007-01-28,2007-01-22,其他
600516.SH,*ST方大,2007-01-29,2007-05-28,2006-11-11,其他
600516.SH,ST方大,2007-05-29,2008-03-06,2007-05-28,撤消*ST并实行ST
600518.SH,ST康美,2019-05-21,2021-04-28,2019-05-18,ST
600518.SH,*ST康美,2021-04-29,2022-05-19,2021-04-28,从ST变为*ST
600518.SH,ST康美,2022-05-20,2024-07-03,2022-05-19,撤消*ST并实行ST
600520.SH,*ST中发,2016-04-18,2017-04-24,2016-04-15,*ST
600525.SH,ST长园,2025-04-30,2026-08-25,2025-04-29,ST
